Date,Open,High,Low,Close,Volume
2018-03-20,8596.93,9051,8313.01,8904.02,116496170.95
2018-03-19,8188.24,8718.74,8114.17,8596.93,162448296.19
2018-03-18,7860.83,8324.92,7325.37,8188.24,150315447.64
2018-03-17,8258.54,8356.4,7730.23,7860.83,97294029.18
2018-03-16,8265.05,8613.06,7914.08,8258.54,137219222.82
2018-03-15,8196.69,8425,7682,8265.05,148610946.85
2018-03-14,9142.32,9356.14,7948,8196.69,182210730.85
2018-03-13,9120.75,9482.79,8830,9142.32,146461539.25
2018-03-12,9535.04,9892,8742.07,9120.75,175103380.07
2018-03-11,8791.47,9768.37,8450,9535.04,149758874.77
2018-03-10,9230,9514.96,8697,8791.47,118146982.45
2018-03-09,9285.32,9420.39,8366,9230,257069817.58
2018-03-08,9913.03,10150,9078.95,9285.32,217370120.92
2018-03-07,10723.76,10911.78,9450,9913.03,264099759.78
2018-03-06,11419.24,11420.01,10560.19,10723.76,161507885.73
2018-03-05,11463.27,11688,11383.66,11419.24,114638102.24
2018-03-04,11445,11511,11054.91,11463.27,77060624.28
2018-03-03,11029.99,11503.24,11022.85,11445,88241259.78
2018-03-02,10903.13,11175,10774.01,11029.99,91455982.5
2018-03-01,10314.9,11090,10223.41,10903.13,101712406.73
2018-02-28,10566.3,11064.75,10255.07,10314.9,111457734.83
2018-02-27,10324.7,10850,10150,10566.3,110086762.8
2018-02-26,9590.04,10461.97,9376.34,10324.7,162306362.39
2018-02-25,9689.99,9883.41,9260,9590.04,105367249.25
2018-02-24,10166.1,10540.63,9373.48,9689.99,137805304.52
2018-02-23,9843.34,10405.3,9600,10166.1,160782973.05
2018-02-22,10449.4,10935,9731.2,9843.34,206051152.36
2018-02-21,11233.41,11275.74,10256,10449.4,215353691.94
2018-02-20,11173,11780,11080.37,11233.41,182156478.02
2018-02-19,10421.06,11262.48,10307.51,11173,127802568.07
2018-02-18,11101,11300,10153.15,10421.06,188724919.34
2018-02-17,10196,11135.83,10053.5,11101,155314935.18
2018-02-16,10018,10300,9707.51,10196,118860367.74
2018-02-15,9490.98,10234,9350,10018,206814744.85
2018-02-14,8522.99,9515,8504.57,9490.98,158839393.25
2018-02-13,8899,8951.89,8360.13,8522.99,97689771.64
2018-02-12,8067,8995,8067,8899,130557481.61
2018-02-11,8560,8560,7820,8067,103542540.61
2018-02-10,8693.98,9090.8,8170.86,8560,127082570.69
2018-02-09,8259.76,8779.62,7753.32,8693.98,152040059.86
2018-02-08,7588.01,8644.36,7565.5,8259.76,187157997.66
2018-02-07,7737.37,8649,7213.8,7588.01,260674865.84
2018-02-06,6874.27,8150,5920.72,7737.37,487504446.04
2018-02-05,8191,8335.56,6600,6874.27,342210634.65
2018-02-04,9225.86,9350.09,7825,8191,162005632.56
2018-02-03,8838.83,9491.2,8170.71,9225.86,144713399.47
2018-02-02,8998.99,9096.79,7625.25,8838.83,426760116.12
2018-02-01,10149,10187.56,8455,8998.99,243067799.6
2018-01-31,9971,10324,9514.96,10149,126723437.34
2018-01-30,11162.62,11222.36,9731.2,9971,219169216.36
2018-01-29,11685.58,11820.01,10991,11162.62,112806531.76
2018-01-28,11446.54,11989.15,11360.52,11685.58,116531522.53
2018-01-27,11092.95,11630.47,10815.84,11446.54,116376809.52
2018-01-26,11155.54,11635,10263.32,11092.95,164020352.52
2018-01-25,11400.96,11741.82,10868.57,11155.54,115421975.03
2018-01-24,10851.82,11500,10488.13,11400.96,128825119.68
2018-01-23,10808.99,11409.87,9927.54,10851.82,184369293.73
2018-01-22,11558.87,11910.78,10028.41,10808.99,186028930.55
2018-01-21,12775.99,12791.88,11100,11558.87,137150604.64
2018-01-20,11552,13052.12,11515.94,12775.99,128912075.53
2018-01-19,11247.57,12050.39,11025.18,11552,151834406.42
2018-01-18,11191.35,12146,10693,11247.57,256082649.98
2018-01-17,11386.34,11794.07,9222,11191.35,433168120.05
2018-01-16,13607.04,13607.04,10162,11386.34,457725763.37
2018-01-15,13647.99,14394.36,13429.25,13607.04,131049852.36
2018-01-14,14197.78,14365.81,13072.22,13647.99,102783826.66
2018-01-13,13781.41,14619.1,13781.41,14197.78,106595650.09
2018-01-12,13243.83,14152.19,12807.27,13781.41,183399343.52
2018-01-11,14890.02,14973.07,12800,13243.83,266846190.81
2018-01-10,14403.51,14900,13412,14890.02,261210687.03
2018-01-09,14999.99,15367.18,14123.97,14403.51,204579121.58
2018-01-08,16124.02,16300,13900,14999.99,251991683.91
2018-01-07,17149.67,17149.97,15707.16,16124.02,141555094.16
2018-01-06,16928,17234.99,16220,17149.67,158389594.51
2018-01-05,15143.67,17200,14810,16928,259695892.85
2018-01-04,15155.62,15430.27,14192.37,15143.67,222160244.49
2018-01-03,14678.94,15500,14546.28,15155.62,183639413.74
2018-01-02,13443.41,15257.53,12910.58,14678.94,229138844.08
2018-01-01,13880,13941.75,12801.38,13443.41,102815718.45
2017-12-31,12640,14296.06,12491.21,13880,154552644.47
2017-12-30,14340,14463.28,12050,12640,285985550.32
2017-12-29,14470.07,15111,13998,14340,195727638.77
2017-12-28,15364.93,15474.19,13500,14470.07,234428578.54
2017-12-27,15764.44,16480.52,14484,15364.93,241860985.13
2017-12-26,13911.28,16147.87,13746.95,15764.44,230922569.15
2017-12-25,14157.87,14650,13210,13911.28,161347357.08
2017-12-24,14619,14619.1,12488,14157.87,250476423.64
2017-12-23,14009.79,15756.22,13496.48,14619,322120599.56
2017-12-22,15600.01,15795.61,11159.93,14009.79,772329454.8
2017-12-21,16466.98,17281.17,15005,15600.01,326730689.65
2017-12-20,17700,17950,15343.04,16466.98,521350550.61
2017-12-19,18940.57,19160.79,16831.26,17700,387206242.38
2017-12-18,18953,19220,17835.2,18940.57,273533539.4
2017-12-17,19187.78,19666,18465,18953,186310530.76
2017-12-16,17471.5,19377,17269.99,19187.78,179906034.64
2017-12-15,16404.99,17934,16337.19,17471.5,329337014.76
2017-12-14,16250,16830.45,15852.69,16404.99,219263192.46
2017-12-13,16650.01,17107.03,15497.69,16250,281640493.79
2017-12-12,16470,17428.42,15967.29,16650.01,210743301.62
2017-12-11,14691,17270,14677.19,16470,270203844.28
2017-12-10,14607.49,15385,13011,14691,263150668
2017-12-09,15800,15998.5,12701.05,14607.49,227938370.13
2017-12-08,16599.99,16666.66,13482.42,15800,389366035.09
2017-12-07,13623.5,16615.62,13085.9,16599.99,362107737.05
2017-12-06,11677,13700,11659.8,13623.5,250560790.3
2017-12-05,11613.07,11850,11384.25,11677,127101844.05
2017-12-04,11250,11613.07,10850,11613.07,154122917.9
2017-12-03,10872,11800.01,10513.16,11250,160176290.44
2017-12-02,10840.45,11200,10637.69,10872,101270084.38
2017-12-01,9947.67,10949.89,9370.11,10840.45,171881760.62
2017-11-30,9824.68,10618.29,9000,9947.67,247093850.76
2017-11-29,9868.82,11395,9289,9824.68,307124764.72
2017-11-28,9708.07,9968,9582.25,9868.82,110496755.85
2017-11-27,9271.06,9721.7,9267,9708.07,126458117.67
2017-11-26,8717.99,9366.6,8538.2,9271.06,108525815.45
2017-11-25,8199.19,8737,8114.78,8717.99,97628924.79
2017-11-24,7989,8340,7876,8199.19,75751868.75
2017-11-23,8214.69,8279.76,7980,7989,63644740.39
2017-11-22,8095.23,8310.89,8045.76,8214.69,66215711.71
2017-11-21,8226.17,8354.46,7770,8095.23,110809826.43
2017-11-20,8016.58,8269.99,7900,8226.17,66366007.81
2017-11-19,7771.03,8087.35,7675,8016.58,65332064.65
2017-11-18,7674.99,7858,7431.54,7771.03,56264967.21
2017-11-17,7846.96,7997,7528.5,7674.99,138124189.43
2017-11-16,7294,7976.79,7120.85,7846.96,145738327.49
2017-11-15,6609,7350,6609,7294,119171192.38
2017-11-14,6525.17,6750,6466.88,6609,79508390.54
2017-11-13,5870.37,6775.75,5846,6525.17,173725919.53
2017-11-12,6355.13,6488.88,5555.55,5870.37,224990004.1
2017-11-11,6588.18,6820,6218,6355.13,96465935.17
2017-11-10,7148,7343.18,6429.44,6588.18,180472185.39
2017-11-09,7450.32,7490,7061.2,7148,106479695.18
2017-11-08,7130.28,7888,7080.01,7450.32,182900719.5
2017-11-07,6967.68,7244.69,6945,7130.28,82573875.36
2017-11-06,7372.72,7421.39,6922.07,6967.68,138309426.6
2017-11-05,7388.83,7590,7275.16,7372.72,68578104.7
2017-11-04,7146.82,7569.9,6994,7388.83,66574400.23
2017-11-03,7030,7500,6925.22,7146.82,115885350.37
2017-11-02,6741.59,7354.1,6700,7030,184478482.71
2017-11-01,6434.21,6756.36,6340.01,6741.59,84730388.78
2017-10-31,6119.99,6449.78,6072.81,6434.21,84132031.05
2017-10-30,6137.37,6229.77,6024.03,6119.99,58628072.74
2017-10-29,5730.69,6316.85,5683,6137.37,96245243.8
2017-10-28,5771.89,5875.66,5646.18,5730.69,33910959.44
2017-10-27,5890,5994.06,5674.06,5771.89,68864252.31
2017-10-26,5735.88,5988,5683,5890,68819732.17
2017-10-25,5523.4,5748,5366,5735.88,68165895.28
2017-10-24,5871.17,5871.17,5453.01,5523.4,97431687.22
2017-10-23,5969,6045.34,5617.75,5871.17,89096118.44
2017-10-22,6013.46,6071.07,5700,5969,71783836.81
2017-10-21,5977.29,6180,5871,6013.46,92596831.55
2017-10-20,5698.69,6074,5589.8,5977.29,88681234.35
2017-10-19,5582.05,5735.14,5512.06,5698.69,55881257.79
2017-10-18,5597.31,5617.75,5101.36,5582.05,101403785.99
2017-10-17,5745.72,5776.31,5506.78,5597.31,50937177.61
2017-10-16,5679.7,5807.11,5548,5745.72,51432597.47
2017-10-15,5801.29,5830,5415,5679.7,64387164.5
2017-10-14,5653.6,5817.34,5558.26,5801.29,47682043.42
2017-10-13,5445,5846.43,5380,5653.6,155680854
2017-10-12,4822.01,5445,4793.66,5445,102397248.43
2017-10-11,4749.29,4869.78,4700,4822.01,47163032.6
2017-10-10,4764.7,4909.97,4700,4749.29,56048025.67
2017-10-09,4597.98,4865,4541,4764.7,60364606.58
2017-10-08,4423.3,4612,4404.5,4597.98,45437977.1
2017-10-07,4362.95,4463,4312.82,4423.3,20225980.37
2017-10-06,4301.09,4425,4278.4,4362.95,36536990.19
2017-10-05,4219.53,4358.97,4137.96,4301.09,35843264.32
2017-10-04,4315.83,4343,4170.07,4219.53,35967135.01
2017-10-03,4391.48,4425,4218,4315.83,53430721.04
2017-10-02,4377.22,4453,4352,4391.48,36284325.23
2017-10-01,4326.09,4377.22,4216,4377.22,30767188.12
2017-09-30,4164.82,4349,4154.28,4326.09,32022657.82
2017-09-29,4184.84,4227.62,4022.02,4164.82,50174093.2
2017-09-28,4199.29,4270.01,4123.5,4184.84,40228821.54
2017-09-27,3888.03,4226.73,3870,4199.29,61138922.31
2017-09-26,3918,3970,3850.61,3888.03,39095846.8
2017-09-25,3664.22,3968.59,3658.39,3918,57436091.87
2017-09-24,3779.17,3783.25,3615,3664.22,24002945.44
2017-09-23,3612.18,3810.25,3552,3779.17,37543313.88
2017-09-22,3617.05,3761.84,3514,3612.18,54095681.79
2017-09-21,3874.46,3914,3573,3617.05,66991792.86
2017-09-20,3888.8,4050,3820.56,3874.46,45755993.66
2017-09-19,4101.6,4119.7,3848.35,3888.8,60296939.36
2017-09-18,3662.99,4122.7,3659.42,4101.6,67884703.07
2017-09-17,3678.93,3772.52,3463,3662.99,42610629.87
2017-09-16,3700.01,3872.9,3500,3678.93,84682175.88
2017-09-15,3227.79,3820,2977,3700.01,201603301.27
2017-09-14,3865.34,3921.74,3210,3227.79,145677912.44
2017-09-13,4172.56,4179.14,3720.01,3865.34,115047415.38
2017-09-12,4207.31,4377.65,4080,4172.56,56085500.46
2017-09-11,4226.22,4353.49,4092.4,4207.31,46993960.17
2017-09-10,4308.72,4322.44,4010,4226.22,61000822.58
2017-09-09,4312,4379.78,4164,4308.72,42672278.95
2017-09-08,4615,4679.97,4125.99,4312,103400550.32
2017-09-07,4605.8,4674.34,4475,4615,42404174.64
2017-09-06,4396.52,4649.23,4356.42,4605.8,75215090.16
2017-09-05,4277,4474.88,4001.93,4396.52,88387794.12
2017-09-04,4606.26,4613.97,4058.5,4277,107556542.05
2017-09-03,4599.9,4700,4385,4606.26,51073979.31
2017-09-02,4921.7,4979.9,4488.5,4599.9,79450494.42
2017-09-01,4734.26,4935,4671.09,4921.7,73806190.52
2017-08-31,4573.2,4765.21,4566.66,4734.26,41680053.91
2017-08-30,4578.82,4642.22,4479,4573.2,39221767.23
2017-08-29,4379.99,4649.78,4336.26,4578.82,53470073.42
2017-08-28,4337.68,4399.72,4169.01,4379.99,37056561.52
2017-08-27,4333.38,4393.3,4290.32,4337.68,17115061.37
2017-08-26,4355.98,4369.78,4232.43,4333.38,28226249.72
2017-08-25,4300.34,4449.98,4270,4355.98,42239588.77
2017-08-24,4108.12,4350,4082.57,4300.34,45158907.08
2017-08-23,4085,4248.97,4051.94,4108.12,62086390.53
2017-08-22,3987.52,4139.31,3600,4085,91500637.87
2017-08-21,4058.68,4080,3949.78,3987.52,39194496.37
2017-08-20,4099.55,4125.95,4000,4058.68,25281427.99
2017-08-19,4100,4188,3900,4099.55,60597363.73
2017-08-18,4276.5,4368,3964.96,4100,72432096
2017-08-17,4378.84,4480,4167.21,4276.5,63198384.95
2017-08-16,4155.67,4379.78,3926.06,4378.84,54192791.68
2017-08-15,4306.23,4400,3800,4155.67,104581194.25
2017-08-14,4053.87,4329.43,3964.96,4306.23,59827087.21
2017-08-13,3855.1,4190,3841.71,4053.87,63638815.67
2017-08-12,3645.06,3934,3586.95,3855.1,46761411.29
2017-08-11,3413.03,3705,3390.67,3645.06,41873464
2017-08-10,3342.99,3448,3311.17,3413.03,30646612.36
2017-08-09,3412.41,3423.1,3178.72,3342.99,47303195.92
2017-08-08,3387.55,3490,3300,3412.41,54033180.58
2017-08-07,3222.75,3430,3186,3387.55,40212285.97
2017-08-06,3263.62,3296.51,3146.1,3222.75,19412655.97
2017-08-05,2855,3339.66,2848.32,3263.62,53855576.01
2017-08-04,2793.37,2877.52,2765.91,2855,21650042.13
2017-08-03,2703.51,2807.44,2698.83,2793.37,21938228.66
2017-08-02,2731,2760,2650,2703.51,25679084.59
2017-08-01,2855.81,2929.17,2615,2731,34305116.96
2017-07-31,2742.37,2889.99,2680.01,2855.81,30771946.97
2017-07-30,2680.56,2774.45,2569.69,2742.37,25842024.03
2017-07-29,2777.01,2785.65,2631.78,2680.56,29153822.62
2017-07-28,2666.33,2825,2655.82,2777.01,38653272.36
2017-07-27,2524.99,2695,2509.63,2666.33,30468221.16
2017-07-26,2564.82,2608.96,2400,2524.99,44074589.03
2017-07-25,2759.98,2775.79,2450,2564.82,55118584.1
2017-07-24,2749.02,2800,2701,2759.98,27562683.88
2017-07-23,2832.71,2855,2640,2749.02,30306854.43
2017-07-22,2670,2882,2644.59,2832.71,35783389.64
2017-07-21,2875.03,2887.45,2611.39,2670,56427932.93
2017-07-20,2265.21,2938,2265.21,2875.03,80333454.15
2017-07-19,2303.71,2402.5,2223,2265.21,39243957.64
2017-07-18,2226,2392,2164,2303.71,57642999.9
2017-07-17,1917.63,2229.97,1910.57,2226,55012387.35
2017-07-16,1970.51,2044.44,1830,1917.63,49004259.73
2017-07-15,2213.37,2219.99,1967.65,1970.51,40917690.02
2017-07-14,2339.99,2357.84,2140,2213.37,28223890.84
2017-07-13,2388,2425.16,2312.93,2339.99,19953094.82
2017-07-12,2305.98,2408.84,2239.54,2388,30250318.76
2017-07-11,2323.45,2399,2242.62,2305.98,41135309.34
2017-07-10,2502.28,2527.88,2261.85,2323.45,41625857.69
2017-07-09,2550.07,2564.65,2500.5,2502.28,11357689.63
2017-07-08,2501.46,2555,2462,2550.07,13570951.58
2017-07-07,2600.39,2605,2475,2501.46,23866443.45
2017-07-06,2602.9,2614,2522,2600.39,21512892.56
2017-07-05,2596.12,2623,2530.1,2602.9,27944609.56
2017-07-04,2550.47,2639.47,2540.07,2596.12,25084134.62
2017-07-03,2504.37,2595,2472.68,2550.47,29211425.51
2017-07-02,2412.41,2528.72,2374.34,2504.37,21373737.73
2017-07-01,2465.49,2517.11,2390,2412.41,21694860.67
2017-06-30,2541.59,2564.58,2451,2465.49,21937499.3
2017-06-29,2559.9,2594.78,2500.31,2541.59,20745883.75
2017-06-28,2565,2593,2468.01,2559.9,31054748.58
2017-06-27,2421.22,2565,2291,2565,45725060.61
2017-06-26,2502.03,2550.03,2315.01,2421.22,54077563.86
2017-06-25,2557.66,2635.72,2432,2502.03,26249953.89
2017-06-24,2685.05,2724.96,2512.13,2557.66,34941154.41
2017-06-23,2713.48,2745,2657.46,2685.05,22339917.54
2017-06-22,2657.04,2740,2594.61,2713.48,28950475.51
2017-06-21,2740,2789,2611,2657.04,42292796.44
2017-06-20,2598,2783,2581,2740,42537518.87
2017-06-19,2516.98,2598,2480.96,2598,26993977.69
2017-06-18,2630,2665,2460.62,2516.98,24021728.81
2017-06-17,2484.68,2674.4,2420.53,2630,28555923.68
2017-06-16,2424.91,2540,2307.66,2484.68,33826420.1
2017-06-15,2450,2516.2,2120,2424.91,84920570.37
2017-06-14,2703.02,2801,2320,2450,76083640.16
2017-06-13,2667.06,2783.62,2638.62,2703.02,43568709.95
2017-06-12,2954.22,2980,2480.03,2667.06,85786969.44
2017-06-11,2899.99,2967.46,2861.53,2954.22,19889398.37
2017-06-10,2822.32,2912.98,2800,2899.99,27422781.42
2017-06-09,2806,2868.23,2780.43,2822.32,22701149.15
2017-06-08,2683.03,2815,2613.13,2806,36422409.92
2017-06-07,2880.74,2893.28,2612.5,2683.03,47189507.3
2017-06-06,2698,2933,2689.4,2880.74,75184117.96
2017-06-05,2530.27,2699.35,2525.28,2698,31915607.88
2017-06-04,2540.94,2569,2460,2530.27,22259945.52
2017-06-03,2488.94,2584.34,2445,2540.94,27285983.07
2017-06-02,2413.63,2489,2370.03,2488.94,30173071.82
2017-06-01,2298.01,2456.39,2296.81,2413.63,43968591.95
2017-05-31,2203.51,2334,2154.28,2298.01,36853820.79
2017-05-30,2292.1,2339.08,2160,2203.51,31432708.32
2017-05-29,2178.81,2350,2110,2292.1,27345796.01
2017-05-28,2042,2313.96,2041.48,2178.81,33633799.51
2017-05-27,2279.82,2339.94,1850,2042,54093115.87
2017-05-26,2292.53,2599.12,2060,2279.82,66000848.39
2017-05-25,2420.29,2760.1,2221,2292.53,82965665.93
2017-05-24,2264.23,2481.75,2264.23,2420.29,52778575.76
2017-05-23,2099.97,2275,2088.45,2264.23,31139771.52
2017-05-22,2017.55,2230.34,2008.75,2099.97,32452142.3
2017-05-21,2013.99,2063.11,1961.52,2017.55,13647083.74
2017-05-20,1958,2021,1914,2013.99,24244964
2017-05-19,1878.99,1969.99,1874.99,1958,27201808.7
2017-05-18,1782.99,1881.8,1766.33,1878.99,21764514.72
2017-05-17,1700.01,1840.42,1670.01,1782.99,31587033.39
2017-05-16,1705.48,1750,1641.22,1700.01,28117414.51
2017-05-15,1784,1784,1682.56,1705.48,22943567.22
2017-05-14,1776.89,1815,1753,1784,8585557.39
2017-05-13,1691.51,1785.82,1601.46,1776.89,17796170.28
2017-05-12,1828.45,1832,1650,1691.51,29854369.28
2017-05-11,1772.58,1892,1745.01,1828.45,26996647.4
2017-05-10,1720.28,1794.21,1682,1772.58,19694962.35
2017-05-09,1649.54,1760.4,1616.05,1720.28,28716399.21
2017-05-08,1554.01,1653.97,1554.01,1649.54,30605645.62
2017-05-07,1558.02,1565,1525,1554.01,11809645.33
2017-05-06,1514.9,1578.97,1505,1558.02,12174477.83
2017-05-05,1537.23,1609,1495,1514.9,24254113.78
2017-05-04,1503.22,1623.01,1444.94,1537.23,29012554.52
